,id,foreign,name,lat,long
429,7408,74,KABUPATEN KOLAKA UTARA,-3.13472,121.17104
430,7409,74,KABUPATEN BUTON UTARA,-4.70234,123.03388
431,7410,74,KABUPATEN KONAWE UTARA,-3.51208,122.11101
432,7411,74,KABUPATEN KOLAKA TIMUR,-4.2279,121.9018
433,7412,74,KABUPATEN KONAWE KEPULAUAN,-4.1361,123.1239
434,7413,74,KABUPATEN MUNA BARAT,-4.78957,122.49816
435,7414,74,KABUPATEN BUTON TENGAH,-5.3891,122.5599
436,7415,74,KABUPATEN BUTON SELATAN,-5.60681,122.6179
437,7471,74,KOTA KENDARI,-3.9722,122.5149
438,7472,74,KOTA BAUBAU,-5.50588,122.60136
439,7501,75,KABUPATEN BOALEMO,0.70134,122.26539
440,7502,75,KABUPATEN GORONTALO,0.66354,122.96392
441,7503,75,KABUPATEN POHUWATO,0.70553,121.71955
442,7504,75,KABUPATEN BONE BOLANGO,0.56579,123.34861
443,7505,75,KABUPATEN GORONTALO UTARA,0.92526,122.49201
444,7571,75,KOTA GORONTALO,0.53333,123.06667
445,7601,76,KABUPATEN MAJENE,-3.02973,118.90628
446,7602,76,KABUPATEN POLEWALI MANDAR,-3.34193,119.13906
447,7603,76,KABUPATEN MAMASA,-2.96013,119.3682
448,7604,76,KABUPATEN MAMUJU,-2.72934,118.92957
449,7605,76,KABUPATEN MAMUJU UTARA,-1.52645,119.51077
450,7606,76,KABUPATEN MAMUJU TENGAH,-1.9354,119.5108
451,8101,81,KABUPATEN MALUKU TENGGARA BARAT,-7.98349,131.3023
452,8102,81,KABUPATEN MALUKU TENGGARA,-5.6631,132.73781
453,8103,81,KABUPATEN MALUKU TENGAH,-3.01665,129.48644
454,8104,81,KABUPATEN BURU,-3.23143,127.09036
455,8105,81,KABUPATEN KEPULAUAN ARU,-6.19465,134.55019
456,8106,81,KABUPATEN SERAM BAGIAN BARAT,-3.12716,128.40084
457,8107,81,KABUPATEN SERAM BAGIAN TIMUR,-3.41508,130.39049
458,8108,81,KABUPATEN MALUKU BARAT DAYA,-7.78516,126.34981
459,8109,81,KABUPATEN BURU SELATAN,-3.83757,126.734305
460,8171,81,KOTA AMBON,-3.65607,128.16642
461,8172,81,KOTA TUAL,-5.64085,132.74751
462,8201,82,KABUPATEN HALMAHERA BARAT,1.07478,127.47239
463,8202,82,KABUPATEN HALMAHERA TENGAH,0.3385,127.87139
464,8203,82,KABUPATEN KEPULAUAN SULA,-1.86667,125.36667
465,8204,82,KABUPATEN HALMAHERA SELATAN,-0.62584,127.4831
466,8205,82,KABUPATEN HALMAHERA UTARA,1.7251,128.00373
467,8206,82,KABUPATEN HALMAHERA TIMUR,0.69114,128.28043
468,8207,82,KABUPATEN PULAU MOROTAI,2.3657,128.4008
469,8208,82,KABUPATEN PULAU TALIABU,-1.8268,124.7741
470,8271,82,KOTA TERNATE,0.78333,127.36667
471,8272,82,KOTA TIDORE KEPULAUAN,0.68333,127.44725
472,9101,91,KABUPATEN FAKFAK,-2.88524,132.26583
473,9102,91,KABUPATEN KAIMANA,-3.66093,133.77451
474,9103,91,KABUPATEN TELUK WONDAMA,-2.85517,134.32366
475,9104,91,KABUPATEN TELUK BINTUNI,-1.90568,133.32947
476,9105,91,KABUPATEN MANOKWARI,-0.86145,134.06204
477,9106,91,KABUPATEN SORONG SELATAN,-1.44375,132.0187
478,9107,91,KABUPATEN SORONG,-0.956132,131.33747
479,9108,91,KABUPATEN RAJA AMPAT,-1.09152,130.87786
480,9109,91,KABUPATEN TAMBRAUW,-0.78186,132.39384
481,9110,91,KABUPATEN MAYBRAT,-1.2971,132.3151
482,9111,91,KABUPATEN MANOKWARI SELATAN,-1.51673,134.17932
483,9112,91,KABUPATEN PEGUNUNGAN ARFAK,-1.1555,133.7142
484,9171,91,KOTA SORONG,-0.87883,131.2589
485,9401,94,KABUPATEN MERAUKE,-8.49604,140.39455
486,9402,94,KABUPATEN JAYAWIJAYA,-4.00045,138.79951
487,9403,94,KABUPATEN JAYAPURA,-2.54958,140.47759
488,9404,94,KABUPATEN NABIRE,-3.50955,135.7521
489,9408,94,KABUPATEN KEPULAUAN YAPEN,-1.74694,136.1709
490,9409,94,KABUPATEN BIAK NUMFOR,-1.0381,135.98008
491,9410,94,KABUPATEN PANIAI,-3.78764,136.36247
492,9411,94,KABUPATEN PUNCAK JAYA,-3.72805,137.98589
493,9412,94,KABUPATEN MIMIKA,-4.45532,137.13621
494,9413,94,KABUPATEN BOVEN DIGOEL,-6.09967,140.34818
495,9414,94,KABUPATEN MAPPI,-7.10223,139.39639
496,9415,94,KABUPATEN ASMAT,-5.0574,138.39882
497,9416,94,KABUPATEN YAHUKIMO,-4.88689,139.52088
498,9417,94,KABUPATEN PEGUNUNGAN BINTANG,-4.55899,140.51356
499,9418,94,KABUPATEN TOLIKARA,-3.48113,138.47873
500,9419,94,KABUPATEN SARMI,-1.86873,138.74361
501,9420,94,KABUPATEN KEEROM,-3.34495,140.76245
502,9426,94,KABUPATEN WAROPEN,-2.84357,136.67053
503,9427,94,KABUPATEN SUPIORI,-0.72951,135.63851
504,9428,94,KABUPATEN MAMBERAMO RAYA,-2.53313,137.76376
505,9429,94,KABUPATEN NDUGA,-4.40695,138.23935
506,9430,94,KABUPATEN LANNY JAYA,-3.97103,138.31903
507,9431,94,KABUPATEN MAMBERAMO TENGAH,-3.67108,139.0626
508,9432,94,KABUPATEN YALIMO,-3.78528,139.4466
509,9433,94,KABUPATEN PUNCAK,-3.97143,137.64241
510,9434,94,KABUPATEN DOGIYAI,-4.01939,135.96104
511,9435,94,KABUPATEN INTAN JAYA,-3.50764,136.74785
512,9436,94,KABUPATEN DEIYAI,-4.09749,136.43931
513,9471,94,KOTA JAYAPURA,-2.59048,140.6754
